ID_Transaccion,Fecha_Hora,ID_Tarjeta,Monto,Comercio,Ubicacion_Comercio,Tipo_Transaccion,Pais_IP,Es_Fraudulenta
191,2025-01-06 02:12:37.306649,CC-1059384114,287.8008099253304,"Mendoza, Ruiz and Rodriguez","San Salvador de Jujuy, Argentina",Compra,Burkina Faso,0
192,2025-02-17 02:51:13.901046,CC-6184853758,204.0557272700963,Benitez Inc,"San Juan, Zimbabwe",Pago,Dinamarca,0
193,2025-01-22 21:59:21.361730,CC-6124497648,766.3348278903451,Lopez-Ferreyra,"Merlo, Gabón",Pago,Kazajstán,0
194,2025-03-04 04:51:49.787015,CC-5662192121,287.9489302049122,Ledesma PLC,"Salta, Barbados",Compra,Nicaragua,0
195,2025-02-25 17:26:15.701745,CC-9637820483,153.63641966105882,Aguirre Inc,"Posadas, Islas Marshall",Retiro,Myanmar,0
196,2025-02-20 21:24:46.832207,CC-8595744558,80.17037315383972,Morales-Ramirez,"Córdoba, Kiribati",Pago,Malasia,0
197,2025-03-21 13:23:47.464383,CC-9453080039,162.64093424713687,"Martinez, Rodriguez and Ledesma","Ushuaia, Suriname",Compra,Mali,0
198,2025-02-20 14:50:02.899894,CC-7341448913,428.75142570947514,Cabrera-Pereyra,"Mar del Plata, República Checa",Compra,San Marino,0
199,2025-01-20 04:16:09.368487,CC-6151576254,774.3874896218487,Martinez Group,"San Juan, Belice",Pago,Senegal,0
200,2025-03-14 22:26:28.894881,CC-5575107479,179.47817626187,Lopez and Sons,"Rawson, Jamaica",Pago,Comoras,0
201,2025-02-02 19:18:28.842524,CC-7218956262,74.12070251300962,"Hernandez, Nuñez and Ramirez","San Miguel de Tucumán, Uganda",Retiro,Australia,0
202,2025-03-23 05:04:54.419546,CC-2114753592,141.01051019615133,Gimenez-Torres,"Chilecito, República Unida de Tanzanía",Pago,Mozambique,0
203,2025-02-28 06:09:59.484208,CC-5021105681,686.7138460444243,"Vazquez, Ruiz and Avila","Constitución, Micronesia",Retiro,Kirguistán,0
204,2025-01-21 15:01:34.555532,CC-3636477810,837.3214214865168,"Hernandez, Gutierrez and Dominguez","San Miguel de Tucumán, Rwanda",Compra,Azerbaiyán,0
205,2025-02-16 22:38:04.185328,CC-4605794769,569.9186248342828,Aguero Inc,"Viedma, Comoras",Compra,Jordania,0
206,2025-02-26 10:41:00.755792,CC-9078981131,353.9457202010008,Mendoza-Sanchez,"Posadas, El Salvador",Pago,Seychelles,0
207,2025-02-04 19:00:25.474306,CC-9212689149,651.1785510962341,"Gomez, Martinez and Rodriguez","Mar del Plata, Trinidad y Tabago",Retiro,Belice,0
208,2025-03-18 21:03:12.503930,CC-1818390130,216.19527386589212,Fernandez-Aguero,"Bahía Blanca, Chile",Retiro,Islandia,0
209,2025-01-21 17:27:43.986614,CC-1856540134,835.4533731653133,Gomez-Romero,"San Ferando del Valle de Catamarca, Islandia",Compra,Portugal,0
210,2025-03-01 20:37:53.401214,CC-8380112510,408.4961291699785,Romero LLC,"San Ferando del Valle de Catamarca, Antigua y Barbuda",Compra,Andorra,0
211,2025-01-31 20:06:36.726289,CC-9909189072,993.39810900127,Benitez-Barrios,"Resistencia, Granada",Compra,Belice,0
212,2025-02-01 22:35:01.421267,CC-8272591557,553.704495577396,"Rodriguez, Herrera and Vera","Chilecito, Tailandia",Pago,Polonia,0
213,2025-02-10 03:30:13.035256,CC-1653980060,870.977379412704,"Soria, Gimenez and Roldan","Córdoba, Nigeria",Retiro,Botswana,0
214,2025-01-14 19:16:26.601744,CC-2500090499,723.0471506209731,Gonzalez Inc,"Comodoro Rivadavia, Argelia",Compra,Alemania,0
215,2025-01-21 11:52:54.644804,CC-9033990627,859.8309006835179,"Ruiz, Sosa and Lucero","Formosa, Perú",Pago,Liechtenstein,0
216,2025-02-22 09:37:39.829981,CC-7691257524,397.74369933341086,"Perez, Romero and Lopez","Mar del Plata, Djibouti",Retiro,Chile,0
217,2025-02-06 09:40:44.989846,CC-8598624060,844.7612830286233,Quiroga-Flores,"Corrientes, Emiratos Árabes Unidos",Pago,República Árabe Siria,0
218,2025-01-24 19:17:45.073336,CC-1112643189,693.0244200076633,Gonzalez Ltd,"Salta, Burundi",Compra,Alemania,0
219,2025-02-19 03:13:11.885727,CC-9976712759,185.1470164061215,"Martinez, Gonzalez and Gomez","Santa Fe, Madagascar",Compra,Portugal,0
220,2025-01-01 18:10:09.701915,CC-4698464322,526.0253242978531,Gonzalez-Lopez,"Posadas, Emiratos Árabes Unidos",Pago,Tailandia,0
221,2025-02-25 20:42:54.588054,CC-7467842889,490.44656737948924,"Dominguez, Sosa and Rojas","Chilecito, Vietman",Retiro,México,0
222,2025-02-01 10:12:12.001770,CC-2069652307,222.6834897343574,Mendoza-Carrizo,"Mar del Plata, Islas Marshall",Compra,España,0
223,2025-01-05 15:35:03.985841,CC-2399692056,600.9595625051085,Garcia PLC,"Córdoba, Niger",Retiro,Jordania,0
224,2025-02-01 11:07:18.651319,CC-8347617818,845.0128157681715,Perez LLC,"Rosario, Países Bajos",Pago,Mozambique,0
225,2025-03-19 03:29:48.257660,CC-2791087001,432.2276161496788,Perez Ltd,"Viedma, Cabo Verde",Pago,Barbados,0
226,2025-01-17 01:38:47.644307,CC-8914008486,829.0189353540565,"Diaz, Gomez and Herrera","Rawson, Argentina",Retiro,Suiza,0
227,2025-01-28 00:25:52.062100,CC-8292448029,907.0917157427474,Fernandez-Gomez,"Salta, Guatemala",Retiro,Islandia,0
228,2025-02-06 18:37:13.096852,CC-9018809976,214.75337578328975,Diaz LLC,"Corrientes, Bahrein",Retiro,Fiji,0
229,2025-03-24 01:28:45.002429,CC-4418871602,82.45319344903774,Fernandez-Martinez,"Paraná, Kuwait",Pago,Burkina Faso,0
230,2025-01-04 23:05:17.903867,CC-7764792298,541.3744900922532,Perez-Fernandez,"Santiago del Estero, Sudán",Retiro,Brasil,0
231,2025-01-10 16:11:42.606968,CC-8645608138,293.7953825862769,Gomez LLC,"La Rioja, Brunei Darussalam",Pago,Polonia,0
232,2025-03-04 23:06:17.631987,CC-5394112497,398.2448333354576,Gonzalez PLC,"Santa Fe, Costa Rica",Retiro,Chad,0
233,2025-01-30 07:15:29.497534,CC-4268537591,500.0516372050048,Vera Inc,"Neuquén, Noruega",Retiro,Serbia,0
234,2025-02-11 02:42:40.521056,CC-7305300656,547.5767836072475,Hernandez LLC,"Mar del Plata, Israel",Compra,Tuvalu,0
235,2025-01-28 15:40:38.622565,CC-4481896242,356.02218001769944,Gonzalez-Coronel,"Paraná, Omán",Retiro,Liechtenstein,0
236,2025-03-01 09:53:09.257912,CC-9022265181,352.2716110567458,"Sanchez, Gomez and Lopez","Resistencia, República Democrática Popular Lao",Retiro,Nauru,0
237,2025-03-18 13:47:43.312105,CC-1095930167,895.3570287364306,Gonzalez-Escobar,"Neuquén, Alemania",Pago,República Centroafricana,0
238,2025-02-07 19:13:15.476075,CC-6762020528,719.8498190085979,Hernandez Inc,"Resistencia, España",Retiro,Venezuela,0
239,2025-03-21 15:38:29.470588,CC-9008792241,607.768639258415,Silva Ltd,"Río Gallegos, India",Pago,Chile,0
240,2025-01-28 15:04:53.136284,CC-5334218903,884.8633558772074,"Rodriguez, Leiva and Aguirre","Merlo, Egipto",Pago,Guyana,0
241,2025-01-15 09:31:29.446049,CC-4144761999,137.86613560636096,Rios LLC,"Viedma, Benin",Pago,Sudán del Sur,0
242,2025-03-11 13:48:57.905743,CC-7634089463,587.1501220195321,Rojas-Lopez,"Mar del Plata, Santo Tomé y Príncipe",Compra,Madagascar,0
243,2025-01-14 20:16:35.510273,CC-1272119320,377.9857922615698,Ferreyra-Martinez,"San Miguel de Tucumán, China",Pago,Líbano,0
244,2025-02-17 01:55:05.446034,CC-2788619763,263.25257096680787,"Correa, Mansilla and Paez","Mendoza, Eslovenia",Compra,Somalia,0
245,2025-01-12 17:19:05.652422,CC-1385692065,124.05133543207468,"Silva, Pereyra and Vera","Rosario, Burundi",Compra,Zambia,0
246,2025-03-13 00:34:08.058314,CC-4550416478,724.1884041757315,Martinez LLC,"San Salvador de Jujuy, Santa Lucía",Retiro,Singapur,0
247,2025-02-25 03:57:07.945447,CC-2353845593,252.87437442457207,"Flores, Aguirre and Barrios","Resistencia, Albania",Retiro,Lituania,0
248,2025-01-10 06:46:15.403548,CC-9881142809,57.87475756700059,Juarez Ltd,"Río Gallegos, Zimbabwe",Retiro,República Dominicana,0
249,2025-03-07 15:34:57.701224,CC-6628404664,627.1525044333582,"Gomez, Gomez and Rodriguez","San Juan, Kuwait",Retiro,Dominicana,0
250,2025-03-01 14:05:38.772205,CC-2078486367,135.7825572064196,Rodriguez-Silva,"San Juan, Tayikistán",Pago,Yemen,0
251,2025-03-19 08:13:53.076571,CC-9854496915,499.2154619558773,"Valdez, Gomez and Gonzalez","Ushuaia, Turquía",Pago,Timor-Leste,0
252,2025-03-12 09:34:34.939927,CC-5655084577,410.90708694154375,"Ponce, Ruiz and Lopez","Merlo, Finlandia",Compra,Uzbekistán,0
253,2025-01-25 09:54:22.501510,CC-4755389985,392.415932349038,"Lopez, Toledo and Sanchez","Viedma, Camerún",Pago,Nauru,0
254,2025-02-01 03:33:52.403204,CC-2384737581,178.80791162458038,Blanco LLC,"Viedma, Pakistán",Retiro,Estados Unidos de América,0
255,2025-01-04 00:47:41.157599,CC-5390982896,869.7389215344771,Fernandez-Gonzalez,"Santa Fe, Barbados",Pago,República Democrática del Congo,0
256,2025-02-04 13:37:13.191856,CC-6111543594,263.5372469260841,Vargas-Ayala,"Santiago del Estero, Guinea Ecuatorial",Retiro,Ecuador,0
257,2025-01-15 00:55:49.994131,CC-8446020766,95.30268650712102,Silva Ltd,"San Miguel de Tucumán, Luxemburgo",Compra,Belarús,0
258,2025-02-25 16:09:57.751818,CC-5099391209,971.6923528571435,"Ramos, Roldan and Torres","San Miguel de Tucumán, Irlanda",Retiro,Emiratos Árabes Unidos,0
259,2025-01-09 10:27:06.854104,CC-9184226859,795.4412609154386,Vargas and Sons,"Bahía Blanca, Nauru",Pago,Reino Unido de Gran Bretaña e Irlanda del Norte,0
260,2025-01-29 14:01:13.526803,CC-7942429723,241.13077703923767,Figueroa LLC,"San Salvador de Jujuy, Kuwait",Retiro,Jamaica,0
261,2025-03-23 04:41:10.531580,CC-8946368546,485.2305455339297,"Medina, Rodriguez and Ortiz","Mar del Plata, Afganistán",Compra,Ucrania,0
262,2025-01-19 05:08:49.830402,CC-7988412754,578.6820291067611,"Gonzalez, Flores and Mansilla","Merlo, Marruecos",Compra,Micronesia,0
263,2025-03-20 07:00:29.605134,CC-4170793424,260.01712467002335,Hernandez-Perez,"Mendoza, Bahrein",Retiro,Chipre,0
264,2025-02-26 14:18:19.295488,CC-3629701277,417.75026034878056,Ferreyra-Sosa,"Constitución, Iraq",Pago,Liechtenstein,0
265,2025-01-07 17:29:19.404404,CC-2768478637,585.6000157819536,Figueroa-Sanchez,"San Juan, Mongolia",Retiro,Dominicana,0
266,2025-02-07 12:16:41.147071,CC-8188482510,751.9974110253587,"Nuñez, Ledesma and Martin","Santa Fe, Botswana",Compra,Trinidad y Tabago,0
267,2025-03-09 17:10:21.718077,CC-9163312757,640.8199352782735,Silva-Toledo,"Corrientes, Guyana",Compra,Djibouti,0
268,2025-01-22 22:40:21.921015,CC-6279917164,495.37000837490785,"Castillo, Alvarez and Martinez","Paraná, Dinamarca",Retiro,Jordania,0
269,2025-03-22 09:10:28.217610,CC-4388482130,733.688300695877,"Acosta, Maldonado and Molina","Salta, Tailandia",Compra,Somalia,0
270,2025-02-24 09:00:22.942895,CC-1295358951,102.85023904622463,"Castillo, Fernandez and Ruiz","La Rioja, Sri Lanka",Pago,Líbano,0
271,2025-01-06 15:24:12.005880,CC-1852527177,777.3232226103866,"Ponce, Rios and Rodriguez","Neuquén, El Salvador",Compra,Japón,0
272,2025-01-14 22:00:46.181766,CC-9431892801,249.55209656688294,Campos-Mansilla,"Chilecito, Kenya",Retiro,Nueva Zelandia,0
273,2025-01-04 08:53:11.572823,CC-1361038900,726.5846129560582,Avila-Vera,"San Luis, Etiopía",Compra,Malasia,0
274,2025-03-01 05:34:09.116163,CC-3401239419,873.3327887093022,Pereyra LLC,"San Luis, Brasil",Retiro,Libia,0
275,2025-01-07 08:54:40.206735,CC-6034527062,435.13682420980825,Romero-Suarez,"Mar del Plata, Malawi",Compra,Guinea,0
276,2025-03-06 02:18:09.471561,CC-2325470586,868.2057770360758,"Moreno, Roldan and Peralta","Posadas, Burkina Faso",Compra,Niger,0
277,2025-01-18 11:56:14.895682,CC-7203662412,179.83097946189102,"Benitez, Martinez and Quiroga","Salta, Jordania",Compra,Islas Salomón,0
278,2025-03-18 03:05:31.001044,CC-6016374102,78.89677238073112,"Godoy, Olivera and Fernandez","Merlo, Timor-Leste",Compra,San Vicente y las Granadinas,0
279,2025-02-04 01:39:10.490723,CC-2087436807,603.3586003166348,Rodriguez-Vega,"Merlo, Islas Salomón",Pago,Brasil,0
280,2025-03-23 04:31:08.287737,CC-6121333846,56.40634337960312,Gonzalez-Diaz,"Ushuaia, Sudán del Sur",Pago,Chipre,0
281,2025-01-29 10:42:50.296464,CC-8549444236,971.6720006462979,Gimenez-Arias,"Bahía Blanca, Austria",Compra,Omán,0
282,2025-02-10 08:24:05.585132,CC-6221969190,932.2475769049902,Ramos PLC,"Ushuaia, Tayikistán",Pago,República de Moldova,0
283,2025-01-31 00:12:40.452208,CC-5631484357,690.2921681495023,"Quiroga, Cabrera and Cruz","San Luis, Rumania",Compra,Camboya,0
284,2025-01-21 02:06:23.316145,CC-1467610524,498.348366556684,"Figueroa, Martin and Duarte","Santiago del Estero, Afganistán",Pago,Armenia,0
285,2025-01-14 17:56:02.637321,CC-5440269121,612.7449409114582,"Lucero, Cruz and Lopez","Posadas, Grecia",Retiro,Djibouti,0
286,2025-01-20 00:29:11.391576,CC-4176410628,923.7219841670993,"Lopez, Ruiz and Gonzalez","Santa Rosa, Cuba",Pago,Tonga,0
287,2025-02-17 02:04:23.876446,CC-7304034140,686.0006516644646,Ojeda-Perez,"Posadas, Croacia",Pago,Libia,0
288,2025-01-11 11:24:42.321369,CC-3345227127,768.464609131785,"Fernandez, Alvarez and Gutierrez","Rosario, Haití",Retiro,Guinea,0
289,2025-02-01 10:50:05.835107,CC-5895898317,173.31095505877963,Avila-Cordoba,"Mendoza, Burundi",Pago,Kuwait,0
290,2025-02-21 08:22:42.790261,CC-1966006079,968.9133753755332,"Godoy, Mansilla and Diaz","Resistencia, Honduras",Retiro,Chipre,0
291,2025-01-05 00:05:17.317784,CC-2368330129,388.055100638825,Gonzalez Inc,"Paraná, China",Retiro,Japón,0
292,2025-03-19 01:48:46.924169,CC-1799841021,162.14099063049733,Cardozo-Gonzalez,"Santa Fe, Montenegro",Pago,Austria,0
293,2025-03-22 10:48:58.305251,CC-4087830088,940.9513627106269,Diaz-Diaz,"Mar del Plata, Ghana",Compra,Tuvalu,0
294,2025-02-15 07:01:19.991217,CC-5970276268,409.0651124162206,"Villalba, Martin and Coronel","Salta, Congo",Pago,Dominicana,0
295,2025-02-12 18:52:55.745382,CC-1552274511,598.8451206725699,Lopez and Sons,"Córdoba, Emiratos Árabes Unidos",Compra,Dinamarca,0
296,2025-02-01 07:47:33.441449,CC-3481328907,414.5218449475615,"Herrera, Cordoba and Gutierrez","San Salvador de Jujuy, Bahamas",Compra,Azerbaiyán,0
297,2025-01-02 11:45:49.630380,CC-7176802819,577.3555066055927,"Diaz, Soto and Sanchez","Merlo, Angola",Pago,Myanmar,0
298,2025-01-15 15:47:25.756889,CC-6341928818,165.16713823373212,Villalba Group,"Merlo, Cuba",Compra,Tailandia,0
299,2025-03-12 16:37:13.378771,CC-2818479583,774.4000436739598,Cruz-Cardozo,"San Juan, Sudáfrica",Retiro,Georgia,0
300,2025-03-10 01:50:38.390212,CC-2634677236,333.07862538859735,Guzman Group,"Neuquén, Burkina Faso",Retiro,Guinea Bissau,0
301,2025-03-03 10:56:34.579020,CC-5650573490,98.45556535282113,"Farias, Vazquez and Navarro","La Rioja, República Democrática Popular Lao",Retiro,Brunei Darussalam,0
302,2025-01-08 14:40:44.914394,CC-7831156944,996.6152080895351,Caceres PLC,"Salta, Swazilandia",Compra,Bahamas,0
303,2025-02-07 18:59:38.957782,CC-7853668571,637.9548750120646,Fernandez and Sons,"Resistencia, Santo Tomé y Príncipe",Retiro,Finlandia,0
304,2025-02-03 00:49:43.340110,CC-1006299152,737.6095862527699,Molina LLC,"Formosa, Malta",Retiro,Mauritania,0
305,2025-02-12 01:00:17.725588,CC-5160079526,249.90902406687826,"Guzman, Martin and Duarte","Neuquén, Malasia",Pago,España,0
306,2025-03-13 00:41:00.422330,CC-7986364271,679.1279818175427,Gonzalez and Sons,"Ushuaia, Etiopía",Compra,México,0
307,2025-02-24 22:26:19.757611,CC-6807109375,711.2469602903997,Perez Inc,"Formosa, Armenia",Compra,Jordania,0
308,2025-02-21 20:28:06.414149,CC-5968063226,664.302303145067,Paez Group,"La Rioja, Malasia",Compra,Filipinas,0
309,2025-02-10 05:40:51.383609,CC-3180763422,457.57513060301545,"Sanchez, Perez and Cabrera","Viedma, Botswana",Retiro,Saint Kitts y Nevis,0
310,2025-01-11 04:53:28.100524,CC-4388220415,229.73157965682518,"Benitez, Sanchez and Garcia","La Plata, Suecia",Pago,Andorra,0
311,2025-02-11 03:19:11.394471,CC-3711722142,20.589708488560586,Ramos-Blanco,"Salta, Tayikistán",Compra,Kiribati,0
312,2025-03-13 00:18:12.080410,CC-8852577611,701.7763651213043,Gonzalez-Diaz,"San Juan, Guinea Bissau",Retiro,Iraq,0
313,2025-01-02 19:46:37.136013,CC-8945782006,207.69789240845702,"Aguero, Miranda and Peralta","Mar del Plata, Sierra Leona",Retiro,Polonia,0
314,2025-01-18 14:43:20.415579,CC-7546287558,845.542227580324,Valdez and Sons,"San Ferando del Valle de Catamarca, Emiratos Árabes Unidos",Compra,República Democrática Popular Lao,0
315,2025-02-20 19:44:53.745642,CC-4394394489,975.1792985409896,Pereyra-Sanchez,"Comodoro Rivadavia, Papua Nueva Guinea",Compra,Serbia,0
316,2025-01-04 19:43:27.435430,CC-6885078837,76.00426647536193,"Dominguez, Lopez and Gonzalez","Mendoza, Grecia",Retiro,Marruecos,0
317,2025-02-11 18:05:27.453339,CC-4649747928,753.2372994382259,Moreno-Lopez,"Neuquén, Bulgaria",Compra,Argentina,0
318,2025-03-11 13:31:30.794867,CC-5825830662,818.8991292111583,Torres-Ledesma,"Neuquén, Djibouti",Pago,Micronesia,0
319,2025-03-07 06:03:14.407490,CC-5466716772,702.0868664400386,Medina PLC,"Rosario, Côte d'Ivoire",Compra,Brunei Darussalam,0
320,2025-02-16 14:28:07.181877,CC-2451844298,849.1942131718013,"Romero, Soto and Gutierrez","Comodoro Rivadavia, Gambia",Retiro,Malawi,0
321,2025-02-27 19:12:49.351660,CC-8112592449,116.87577432430713,Dominguez Inc,"San Luis, Camerún",Compra,Bulgaria,0
322,2025-03-19 21:51:54.939407,CC-4872406989,344.38886977448993,Peralta-Suarez,"Paraná, Francia",Compra,Pakistán,0
323,2025-02-01 19:45:44.420011,CC-3046199610,458.68458885048005,Gomez PLC,"Merlo, Congo",Pago,Eslovenia,0
324,2025-01-29 08:08:25.207649,CC-7041655148,591.2420172910915,Fernandez Inc,"Neuquén, Brasil",Pago,San Vicente y las Granadinas,0
325,2025-02-07 23:24:00.316514,CC-9114471601,75.13233309494677,Rodriguez Inc,"Resistencia, Mauritania",Pago,Dominicana,0
326,2025-02-20 02:59:02.188676,CC-7510048917,541.2643435258063,Martinez and Sons,"Resistencia, Ucrania",Retiro,Eslovaquia,0
327,2025-01-30 02:08:19.498377,CC-8084346114,981.2769585465544,Martinez and Sons,"Posadas, Brunei Darussalam",Compra,Santo Tomé y Príncipe,0
328,2025-01-30 17:47:04.617612,CC-5048974182,218.74267439607598,Martinez-Herrera,"Neuquén, Burundi",Compra,Hungría,0
329,2025-03-22 15:25:06.070648,CC-8837123423,812.7392132722932,Maidana Ltd,"San Luis, Guinea Ecuatorial",Retiro,Angola,0
330,2025-01-05 01:23:37.030390,CC-1702093451,18.935374405124904,"Sanchez, Molina and Romero","Comodoro Rivadavia, Luxemburgo",Retiro,Guyana,0
331,2025-01-03 04:14:06.911489,CC-5519483078,735.6200153921009,"Nuñez, Guzman and Carrizo","Constitución, Finlandia",Retiro,Israel,0
332,2025-01-10 07:07:55.691594,CC-8467869989,258.6902421342829,Ledesma and Sons,"San Miguel de Tucumán, República Centroafricana",Retiro,Uruguay,0
333,2025-01-25 04:06:18.191173,CC-1870230279,924.365190323119,Aguirre LLC,"Santa Fe, Singapur",Retiro,Bahrein,0
334,2025-02-20 15:18:34.521655,CC-8570304465,998.2698230530796,"Rios, Vazquez and Torres","San Luis, Sudán",Retiro,Tailandia,0
335,2025-02-12 20:05:36.541510,CC-5197521559,159.90306984145167,Gutierrez-Velazquez,"Comodoro Rivadavia, República de Moldova",Retiro,República Unida de Tanzanía,0
336,2025-01-30 20:30:25.323165,CC-8955130892,465.83756959663725,Figueroa PLC,"San Luis, Camerún",Pago,Rwanda,0
337,2025-01-23 02:27:06.197443,CC-3095413663,960.9779303292511,Torres Group,"Paraná, Indonesia",Compra,República Dominicana,0
338,2025-02-06 04:07:35.227752,CC-2299935430,574.5639290467631,Ruiz-Perez,"Bahía Blanca, Malasia",Retiro,Dominicana,0
339,2025-02-24 04:03:25.085675,CC-4579052440,93.82894449697396,Duarte-Gomez,"Resistencia, Guinea",Pago,Egipto,0
340,2025-02-24 15:19:52.071002,CC-8768853304,954.6737742285371,Sanchez-Peralta,"San Salvador de Jujuy, Eslovaquia",Pago,Ghana,0
341,2025-01-08 11:16:47.317786,CC-1980946092,845.5337174955201,Sosa-Rivero,"Corrientes, Myanmar",Retiro,Suiza,0
342,2025-01-06 23:35:56.997691,CC-5186873718,789.7426755956052,Dominguez-Ferreyra,"Posadas, India",Compra,Togo,0
343,2025-03-06 09:38:54.900782,CC-9616474041,662.5939428916951,"Rodriguez, Gomez and Gomez","San Juan, Qatar",Pago,Mali,0
344,2025-01-29 09:23:06.954184,CC-6577638215,571.4721229922917,Herrera-Arias,"Posadas, Líbano",Retiro,Côte d'Ivoire,0
345,2025-02-06 07:58:13.223184,CC-3883453028,958.6374354599475,Ojeda-Flores,"Formosa, San Marino",Pago,Hungría,0
346,2025-03-05 01:48:27.135221,CC-4034161911,729.2116360323091,Bravo-Garcia,"Chilecito, Kazajstán",Compra,Bolivia,0
347,2025-02-02 00:19:17.482637,CC-8247135114,633.0302271250957,Alvarez-Castro,"Bahía Blanca, Malawi",Pago,Bélgica,0
348,2025-03-02 21:18:48.659263,CC-5009644318,20.86558409215202,Sanchez-Luna,"Viedma, Ecuador",Compra,Colombia,0
349,2025-03-21 07:28:25.654766,CC-6726155809,434.7746491686627,Sosa-Acosta,"Río Gallegos, Seychelles",Pago,Brasil,0
350,2025-03-17 09:56:56.455679,CC-7429284505,78.3616831871553,"Navarro, Aguirre and Lopez","Posadas, Somalia",Retiro,Seychelles,0
351,2025-01-08 19:54:05.156276,CC-8567943637,978.0816150527008,"Torres, Godoy and Gonzalez","Chilecito, Liberia",Compra,Barbados,0
352,2025-03-09 04:07:32.171028,CC-8037708169,867.9936357378479,Martin-Gonzalez,"Formosa, San Marino",Retiro,Samoa,0
353,2025-01-07 11:03:10.388599,CC-8626851101,476.4477677386117,Romero-Morales,"Corrientes, Suecia",Retiro,Paraguay,0
354,2025-02-26 04:45:07.516244,CC-1271435734,46.0155116710884,Ponce-Pereyra,"Mendoza, Argelia",Compra,Colombia,0
355,2025-02-04 15:09:16.783456,CC-4992975187,674.1379435982384,"Hernandez, Castillo and Vargas","Constitución, Andorra",Retiro,Myanmar,0
356,2025-01-09 20:43:13.289180,CC-9581234515,657.9840134983967,Benitez-Castro,"Bahía Blanca, Granada",Compra,El Salvador,0
357,2025-02-10 11:16:06.953481,CC-4088853335,883.2721997648661,Diaz Ltd,"Paraná, Bélgica",Retiro,Dinamarca,0
358,2025-02-19 21:38:10.676397,CC-6325994607,286.0269839936414,Gutierrez-Garcia,"Resistencia, Egipto",Pago,República Popular Democrática de Corea,0
359,2025-03-24 05:37:32.126229,CC-5814805529,22.658899843415185,"Acuña, Ferreyra and Cordoba","San Luis, Australia",Pago,Sudán,0
360,2025-03-23 12:59:14.612932,CC-9729275058,92.58328528594066,Medina-Soto,"Rosario, Croacia",Compra,Andorra,0
361,2025-02-06 11:40:19.129790,CC-2407804710,44.83521486318575,Suarez PLC,"Ushuaia, Sudáfrica",Retiro,Malasia,0
362,2025-03-06 00:10:48.041548,CC-5670671687,403.10653618595796,"Rodriguez, Gimenez and Lopez","San Miguel de Tucumán, Finlandia",Retiro,San Marino,0
363,2025-01-23 22:33:36.209321,CC-4529251040,12.621893502518848,"Martinez, Gonzalez and Rojas","La Rioja, Nauru",Compra,Namibia,0
364,2025-01-04 18:54:31.537169,CC-7385143038,898.0471851638304,Diaz-Sanchez,"Formosa, Lesotho",Pago,Eritrea,0
365,2025-02-15 01:29:12.893827,CC-3631063709,46.40248996190582,Barrios Inc,"Viedma, Barbados",Pago,Tuvalu,0
366,2025-02-11 00:53:39.666022,CC-3794513170,334.59736480292594,Romero-Diaz,"Salta, Malta",Pago,Côte d'Ivoire,0
367,2025-03-15 13:08:18.301912,CC-9179843159,139.06616146802762,"Gonzalez, Gonzalez and Gonzalez","Neuquén, Rumania",Retiro,Kiribati,0
368,2025-02-05 16:53:49.581439,CC-2374646000,166.3550987642249,Caceres-Cordoba,"San Juan, Letonia",Compra,Argelia,0
369,2025-01-09 06:41:59.479227,CC-1313984917,909.6464442897341,Paz-Rodriguez,"Mar del Plata, Argelia",Compra,Afganistán,0
370,2025-01-19 09:16:19.149162,CC-3480552602,437.54487148631557,Sosa-Chavez,"La Rioja, Federación de Rusia",Compra,Brunei Darussalam,0
371,2025-02-26 23:23:55.193971,CC-6699825368,887.862401224215,Diaz-Fernandez,"Chilecito, Camboya",Retiro,Camboya,0
372,2025-03-15 10:57:27.600729,CC-4517034479,497.1961040844521,"Molina, Gonzalez and Ruiz","La Plata, Sri Lanka",Retiro,Iraq,0
373,2025-02-16 14:28:06.383788,CC-8914667530,776.508277647692,"Paez, Paez and Sosa","Bahía Blanca, Emiratos Árabes Unidos",Retiro,Turquía,0
374,2025-03-13 14:59:59.237651,CC-1399622288,665.7603339610516,"Rodriguez, Acosta and Sanchez","Posadas, Mongolia",Compra,Barbados,0
375,2025-02-05 08:02:28.535217,CC-9495377455,826.3099207548441,"Rojas, Ruiz and Vega","Comodoro Rivadavia, Guyana",Compra,Malawi,0
376,2025-01-03 09:07:29.507214,CC-2919539821,258.94804397421467,Ortiz and Sons,"Córdoba, Argentina",Compra,Kenya,0
377,2025-01-20 23:25:42.305321,CC-8516460414,183.03710072465122,Bravo Ltd,"La Plata, Antigua y Barbuda",Pago,Tayikistán,0
378,2025-01-25 11:52:22.372462,CC-3118423323,225.67450379932444,Vega Group,"Salta, República Popular Democrática de Corea",Retiro,Pakistán,0
379,2025-01-07 09:00:13.267653,CC-6646647469,194.90076092875188,Rios Ltd,"Rosario, Panamá",Pago,Rwanda,0
380,2025-03-10 02:50:34.277061,CC-5375945159,68.53399262088917,"Velazquez, Nuñez and Silva","San Ferando del Valle de Catamarca, Uzbekistán",Compra,Bosnia y Herzegovina,0
381,2025-03-20 13:59:06.052324,CC-5380251328,387.89308452846706,Cabrera-Rodriguez,"Bahía Blanca, Japón",Pago,Uganda,0
382,2025-03-07 14:53:50.961353,CC-7886825256,140.50678845246375,Diaz Inc,"San Salvador de Jujuy, Israel",Pago,Montenegro,0
