ID_Rendicion,Fecha_Presentacion,Empleado,Departamento,Tipo_Gasto,Descripcion,Monto,Justificante_Adjunto,Estado_Aprobacion,Es_Sospechoso
193,2025-03-13,Santino Antonio Alvarez,Finanzas,Viáticos,Fugiat velit occaecati quibusdam.,73.3188569717077,Sí,Rechazado,0
194,2025-03-23,Isabella Mateo Sosa,Ventas,Viáticos,Fuga consectetur rem reprehenderit reprehenderit.,227.61140728137772,Sí,Aprobado,0
195,2025-01-28,Juan Cruz Joaquin Lucero,Finanzas,Viáticos,Eos consectetur ullam.,497.48506409090834,Sí,Pendiente,0
196,2025-03-14,Juan Ignacio Constanza Ramos,Ventas,Otros,Culpa rem cupiditate quidem officia.,246.0788464095378,No,Rechazado,0
197,2024-08-18,Sr(a). Juan Bautista Torres,Compras,Material de Oficina,Harum et eum architecto.,141.6607912838896,Sí,Pendiente,0
198,2024-06-17,Mia Hernandez Ramirez,Finanzas,Almuerzo,Excepturi eligendi unde a placeat ipsa quos.,67.90176516763654,Sí,Pendiente,0
199,2024-08-27,Constanza Luna Chavez,Marketing,Transporte,Maiores soluta mollitia sint.,278.0258385621552,Sí,Aprobado,0
200,2024-07-21,Dr(a). Santino Arias,Compras,Material de Oficina,Sunt soluta ratione dolorum laudantium labore.,123.2101363878655,Sí,Pendiente,0
201,2024-09-30,Juan Ignacio Diaz,Finanzas,Transporte,Architecto eius molestias perferendis sit.,259.06574480779864,Sí,Pendiente,0
202,2025-01-04,Valentin Cabrera Benitez,Ventas,Viáticos,Facere laboriosam quas quos maiores enim beatae.,99.1478533298021,No,Rechazado,0
203,2025-02-14,Maia Ruiz,Finanzas,Almuerzo,Optio autem blanditiis culpa assumenda.,68.97232170731539,Sí,Pendiente,0
204,2025-03-12,Sr(a). Lucia Gonzalez,Marketing,Almuerzo,Necessitatibus hic quis illo omnis quam.,371.24781335385023,Sí,Rechazado,0
205,2024-11-09,Renata Sofía Sanchez,Ventas,Almuerzo,Laboriosam dignissimos dicta.,196.9187556339412,No,Aprobado,0
206,2024-11-27,Isabel Santino Benjamin Aguero Martinez,Ventas,Material de Oficina,Voluptates blanditiis temporibus.,499.8602778353837,Sí,Aprobado,0
207,2024-06-07,Camilo Franco Romero,Ventas,Material de Oficina,Voluptates quae exercitationem. Nam ex est.,309.36828557737925,No,Pendiente,0
208,2024-08-21,Benjamin Escobar,Ventas,Otros,Accusamus tempore vero est mollitia.,452.47336474605504,Sí,Pendiente,0
209,2024-10-05,Maria Victoria Simon Lopez,RRHH,Viáticos,Inventore earum aliquid excepturi pariatur.,490.0022654510822,Sí,Aprobado,0
210,2024-04-27,Julia Benitez Correa,Compras,Otros,Minima itaque eos facere quidem quo sint.,31.818303304204075,Sí,Pendiente,0
211,2024-07-16,Dr(a). Juan Ignacio Mendoza,RRHH,Material de Oficina,Voluptates quis quo iste nisi magni delectus.,322.71442431094795,Sí,Rechazado,0
212,2024-03-31,Sr(a). Santino Rodriguez,Compras,Almuerzo,Ab sunt laudantium aut tempora porro.,362.8021245824868,Sí,Rechazado,0
213,2025-01-19,Pilar Romero,Ventas,Almuerzo,Occaecati soluta fugit dolorum hic.,316.4294900561214,Sí,Aprobado,0
214,2024-06-05,Alejo Gomez,Marketing,Transporte,Ea laudantium minus sint veritatis nisi possimus.,352.46421804777594,Sí,Rechazado,0
215,2024-05-14,Martina Gomez,Ventas,Almuerzo,Suscipit aliquam soluta nisi.,141.41473785179883,Sí,Rechazado,0
216,2024-04-12,Gonzalo Lopez,Finanzas,Otros,Debitis modi ad unde illo incidunt adipisci.,498.6012381690647,Sí,Pendiente,0
217,2024-10-03,Ian Benjamin Gutierrez Diaz,Ventas,Otros,Quasi adipisci mollitia.,157.450236036568,Sí,Rechazado,0
218,2025-01-20,Juan Cruz Bianca Aguero,Finanzas,Viáticos,Fuga commodi tenetur possimus.,126.27954721953017,Sí,Rechazado,0
219,2024-04-03,Agustin Benitez Gimenez,RRHH,Material de Oficina,Iste neque eveniet totam tenetur officiis ea.,145.31855148593928,No,Pendiente,0
220,2024-12-19,Violeta Nicolas Perez,Compras,Material de Oficina,Illo non ad quae laborum.,458.70779818263696,Sí,Rechazado,0
221,2024-05-18,Benjamin Morena Sosa,Marketing,Otros,Quidem occaecati deleniti explicabo.,112.70724867439502,Sí,Rechazado,0
222,2025-01-13,Lorenzo Martinez Cruz,Ventas,Viáticos,Veritatis accusamus ab non aliquam.,32.20690221376492,No,Pendiente,0
223,2024-09-08,Sr(a). Lucía Quiroga,Marketing,Material de Oficina,Praesentium omnis nesciunt consequuntur nostrum.,216.1387707275521,Sí,Aprobado,0
224,2024-09-14,Julieta Acosta,Finanzas,Almuerzo,Pariatur ipsam iste impedit error.,199.12186031285313,Sí,Pendiente,0
225,2024-09-10,Clara Mansilla,Finanzas,Almuerzo,Illo accusamus voluptate natus.,121.03691797696018,No,Pendiente,0
226,2024-04-16,Sr(a). Benicio Gonzalez,Ventas,Material de Oficina,Vel unde ullam dicta repudiandae necessitatibus.,342.98474937687354,Sí,Rechazado,0
227,2024-09-20,Benicio Mateo Gonzalez,RRHH,Viáticos,Reiciendis aliquam tenetur itaque.,82.37520791129641,No,Pendiente,0
228,2025-02-17,Sr(a). Ramiro Diaz,Ventas,Viáticos,Voluptatem aspernatur numquam occaecati.,271.9641925913418,Sí,Pendiente,0
229,2024-12-12,Juan Ignacio Cordoba,Compras,Viáticos,Tenetur inventore ad quas voluptas magni ad.,404.60000135596385,No,Aprobado,0
230,2024-07-03,Ambar Emma Lopez,Finanzas,Otros,Consequatur velit sit.,281.5672313999698,Sí,Pendiente,0
231,2025-01-11,Sr(a). Maia Ortiz,RRHH,Viáticos,Aliquam maiores nisi ex.,406.0134838458955,No,Aprobado,0
232,2024-04-13,Joaquin Emma Ramos,Ventas,Transporte,Aliquam quo iure quisquam quidem.,64.22557052538295,No,Pendiente,0
233,2025-02-20,Lucas Gonzalez,Marketing,Otros,Voluptatum facere ratione tempora amet.,312.62927259136876,No,Rechazado,0
234,2025-03-17,Guadalupe Morales,Finanzas,Viáticos,Ducimus beatae consequuntur.,144.32138545046735,Sí,Aprobado,0
235,2025-01-19,Juan Ignacio Mateo Joaquin Diaz Mendez,Ventas,Viáticos,Dolor sunt accusamus facere officia dignissimos.,15.981518697464004,Sí,Aprobado,0
236,2024-10-10,Dr(a). Amparo Diaz,RRHH,Transporte,Voluptatibus nihil earum magnam porro iure hic.,23.24300985943106,No,Aprobado,0
237,2024-09-28,Milo Fernandez Acosta,Marketing,Material de Oficina,Quos consequuntur sequi vitae neque.,401.28917266026184,Sí,Aprobado,0
238,2024-06-30,Francisco Martina Romero Perez,RRHH,Almuerzo,Sunt placeat et unde.,61.16433259815742,Sí,Rechazado,0
239,2024-11-02,Sr(a). Helena Nuñez,Ventas,Transporte,Architecto eaque nihil vel animi.,238.84601656512612,Sí,Rechazado,0
240,2025-03-12,Joaquín Jeremias Maidana Gonzalez,Finanzas,Otros,Laborum debitis minima quia tempore reiciendis.,430.21114859907414,Sí,Aprobado,0
241,2024-07-17,Luciano Martinez Luna,Finanzas,Transporte,Eveniet veniam eos dolores vitae praesentium.,62.636280742485454,Sí,Aprobado,0
242,2025-03-14,Alma Perez Garcia,Finanzas,Almuerzo,Reiciendis voluptatem iusto sapiente soluta.,453.9327031465175,Sí,Pendiente,0
243,2024-11-14,Dante Lautaro Ezequiel Moyano Correa,Marketing,Almuerzo,Nobis veniam veniam quas.,427.1796844749658,Sí,Pendiente,0
244,2024-12-19,Thiago Lionel Dylan Ezequiel Hernandez Pereyra,Ventas,Material de Oficina,Sint natus beatae perspiciatis tempore.,54.49821967184069,Sí,Rechazado,0
245,2024-07-23,Dr(a). Lautaro Aguirre,Ventas,Viáticos,Repudiandae illo sed aliquam vero magni.,406.4941901661623,Sí,Aprobado,0
246,2024-06-16,Juan Pablo Joaquin Sosa,Ventas,Viáticos,Iste ipsum numquam minima minus iusto dolor.,430.30790769025947,No,Rechazado,0
247,2024-07-16,Felipe Felipe Gutierrez Muñoz,Ventas,Otros,Culpa odio doloribus iure dolores rem aspernatur.,288.89036226005476,Sí,Rechazado,0
248,2025-02-16,Sr(a). Salvador Romero,Compras,Almuerzo,Quos qui doloribus necessitatibus.,211.10445930147776,Sí,Aprobado,0
249,2025-01-23,Luna Vicente Diaz,Finanzas,Material de Oficina,Delectus qui sed. Molestias atque dicta.,427.4379547699278,Sí,Rechazado,0
250,2024-08-02,Sr(a). Bruno Ledesma,Finanzas,Viáticos,Voluptas sit quo debitis voluptatum velit beatae.,160.64364133133725,Sí,Aprobado,0
