ID_Funcionario,Nombre_Funcionario,Cargo,Organismo,Año,Bienes_Inmuebles,Bienes_Muebles,Activos_Financieros,Pasivos,Ingresos,Variacion_Patrimonial_Porcentaje,Es_Sospechoso
53,Bautista Benjamin Lucas Ezequiel Vera,Asesor,Martin-Ortiz,2022,884183.4695435637,283467.246946591,214703.3052909715,66081.5394848186,92688.9346256895,-0.09958372916089324,0
53,Bautista Benjamin Lucas Ezequiel Vera,Asesor,Martin-Ortiz,2023,908054.8450067658,307522.927204352,29337.002682807422,15132.90513817605,121900.97681408003,-0.024255339405105547,0
53,Bautista Benjamin Lucas Ezequiel Vera,Asesor,Martin-Ortiz,2024,601236.0753871452,88690.91051095995,88644.01266577485,70794.26168450055,62350.2537801498,-0.07461901863922861,0
54,Martina Martin Nuñez,Ministro,Cabrera Group,2022,1023772.5955225384,163391.32253305722,64171.01113189363,45664.34067847437,131491.2766671804,-0.0019498610529108396,0
54,Martina Martin Nuñez,Ministro,Cabrera Group,2023,876074.079943962,315032.20101158257,204355.4444327306,64761.52800791852,72748.02574260063,0.05704111000504161,0
54,Martina Martin Nuñez,Ministro,Cabrera Group,2024,573759.8924115258,9641.247157802147,186818.2251465359,9795.462726054182,68619.90996568622,0.009124682935355816,0
55,Thiago Ezequiel Ludmila Suarez Fernandez,Secretario,"Arias, Mansilla and Moreno",2022,789671.3441025636,189063.09688146258,76422.20788877105,5058.0996523019285,107876.8795775734,-0.11748585639008347,0
55,Thiago Ezequiel Ludmila Suarez Fernandez,Secretario,"Arias, Mansilla and Moreno",2023,356652.4429963679,41588.13859437731,74939.37775958529,44585.95082990993,315561.37820818386,0.4052351261977759,0
55,Thiago Ezequiel Ludmila Suarez Fernandez,Secretario,"Arias, Mansilla and Moreno",2024,878511.1860940602,385596.34603387554,44399.84951835935,45418.507985750926,54153.12696254797,-0.12779092812581938,0
56,Juan Ignacio Alvarez,Secretario,Blanco-Ramirez,2022,1146600.7913048465,301663.6504369486,69334.37165942935,61128.02764274171,112388.56805566135,-0.04481515937006385,0
56,Juan Ignacio Alvarez,Secretario,Blanco-Ramirez,2023,1089626.6361007784,168650.85849409614,120565.04393094422,63041.29107526537,120149.47367474379,-0.10981766603939852,0
56,Juan Ignacio Alvarez,Secretario,Blanco-Ramirez,2024,149535.44092657647,363148.8477917366,192149.93480556036,776.5303765321808,154692.59523061058,0.1419675258718959,0
57,Bianca Hernandez,Director,Rodriguez-Ruiz,2022,707171.0375813881,78882.38328554506,97679.1663348994,18188.60176786834,48451.16075404421,-0.11045224200491821,0
57,Bianca Hernandez,Director,Rodriguez-Ruiz,2023,916970.7376194843,259686.94508495482,92805.26153380226,1601.6382754391234,94893.13542288424,0.14155970996511716,0
57,Bianca Hernandez,Director,Rodriguez-Ruiz,2024,391050.9900070432,237686.09095752443,45586.277426842236,26432.163087942583,88343.7005675683,-0.07247135692271614,0
58,Ivan Perez Perez,Secretario,Escobar-Cordoba,2022,167459.73918833447,377482.34982813324,127025.82435388277,1033.5911905325013,90817.23360137054,0.06647620428050308,0
58,Ivan Perez Perez,Secretario,Escobar-Cordoba,2023,1037247.1523324612,286045.06702638883,55457.46731509493,60279.53252667854,155649.91313643262,-0.10346897679885139,0
58,Ivan Perez Perez,Secretario,Escobar-Cordoba,2024,258450.72967410565,254449.4021937221,150013.85640997125,7728.885650036732,82525.99243762743,-0.03842272973820572,0
59,Angel Gabriel Juan Gabriel Garcia Lopez,Secretario,Romero-Toledo,2022,424731.59078808466,331004.1178369398,161017.4042573839,1506.9174702553578,90386.36083333782,0.16260434721293873,0
59,Angel Gabriel Juan Gabriel Garcia Lopez,Secretario,Romero-Toledo,2023,438646.1117147671,142597.41513457813,236488.48378071093,57364.22495367815,154683.3005431311,-0.03422618256200101,0
59,Angel Gabriel Juan Gabriel Garcia Lopez,Secretario,Romero-Toledo,2024,31881.927836326664,80322.80637707734,197755.10554666427,58355.013815662256,109416.88034905704,-0.08695573673310528,0
60,Pilar Perez Rodriguez,Director,Molina-Gomez,2022,631788.0946670552,7323.5371520522285,988.8308742855012,30842.224666248254,67104.00260521733,-0.0057062920036494436,0
60,Pilar Perez Rodriguez,Director,Molina-Gomez,2023,948247.673763329,380570.4279466887,215834.08891482337,76267.88443296884,130321.03364998128,0.04481037267931717,0
60,Pilar Perez Rodriguez,Director,Molina-Gomez,2024,1145461.209721079,192173.69693578288,37040.3120636234,67270.81104693717,64794.63271147206,0.09675165439057729,0
61,Lucas Bravo Mendez,Secretario,Castro Group,2022,480196.7942721552,69530.19543581242,95877.91434370169,36837.15391321406,66800.49267916929,0.12167016846827508,0
61,Lucas Bravo Mendez,Secretario,Castro Group,2023,515098.31230587146,176923.00756861342,114884.50532735242,59677.41130563681,66889.2240993646,-0.0823818081590194,0
61,Lucas Bravo Mendez,Secretario,Castro Group,2024,577625.7085170505,9836.77838291368,140545.62659112862,18133.319416807022,109935.97373815136,0.19697247912195784,0
62,Federico Delfina Vargas,Asesor,Acosta-Cordoba,2022,815374.2082541455,131455.57633144053,222901.67664028503,33030.23726259415,51664.01239398155,-0.06416896112781509,0
62,Federico Delfina Vargas,Asesor,Acosta-Cordoba,2023,1026660.9039280887,90451.52581038303,80809.67377202181,64979.90171343033,45044.50490407201,0.15058644780657446,0
62,Federico Delfina Vargas,Asesor,Acosta-Cordoba,2024,250675.92089175066,382099.85237436637,207857.7919909602,71367.18455778016,175601.72995007355,-0.00785449182109571,0
63,Santino Martinez,Director,"Rodriguez, Diaz and Ferreyra",2022,1121489.4976728086,6995.49437302176,239672.81456246894,55123.60486059277,55019.33664173297,0.0186604187448641,0
63,Santino Martinez,Director,"Rodriguez, Diaz and Ferreyra",2023,932516.1184404496,39987.70971291572,60392.37734496464,39449.77723631487,103876.22522853524,-0.12482685309154563,0
63,Santino Martinez,Director,"Rodriguez, Diaz and Ferreyra",2024,541501.0414277746,162655.25638249345,194061.94590952998,60354.88871677204,128758.59615994152,0.012037751521506157,0
64,Federico Thiago Agustin Molina Rodriguez,Director,"Alvarez, Coronel and Maidana",2022,755330.8777962136,262075.83694661743,113102.51221339864,69691.03939867657,97303.12222069873,-0.025007475854095323,0
64,Federico Thiago Agustin Molina Rodriguez,Director,"Alvarez, Coronel and Maidana",2023,400352.78249792615,393469.2010131064,154577.0660463146,33940.623971194276,168215.96082069454,-0.0896449733916827,0
64,Federico Thiago Agustin Molina Rodriguez,Director,"Alvarez, Coronel and Maidana",2024,351466.57771180396,130681.33246568668,122061.06857423302,5632.184893309624,97951.85709029563,-0.014475399842802938,0
65,Tiziano Valentin Gonzalez,Director,Ledesma Ltd,2022,469394.16023880005,347025.9687268696,45316.81394015749,10194.327420342084,124064.00527012133,0.17375327182715808,0
65,Tiziano Valentin Gonzalez,Director,Ledesma Ltd,2023,443682.11878550134,50036.017284518675,214434.3135027044,23786.66893514435,120540.97538988719,-0.10807111779023673,0
65,Tiziano Valentin Gonzalez,Director,Ledesma Ltd,2024,558230.2349996218,231565.0839124805,126355.24671218784,73433.79961448762,58498.630258759644,-0.0244186233482227,0
66,Sr(a). Matilda Medina,Secretario,Rodriguez Ltd,2022,695945.3772463476,302305.5402387281,106634.45772707592,13606.738516101017,140193.0408432469,0.024345733690350757,0
66,Sr(a). Matilda Medina,Secretario,Rodriguez Ltd,2023,1143393.0113754582,42635.71868007281,246292.0388450294,59043.97300549748,51129.682995822935,0.11861543697999613,0
66,Sr(a). Matilda Medina,Secretario,Rodriguez Ltd,2024,387730.96615079057,59779.10253813485,211204.76972773857,10688.002803148313,76713.09923313845,0.13023555551788588,0
67,Milagros Navarro Campos,Asesor,Gomez-Fernandez,2022,547670.4963718726,178445.63139356207,2593.16703543358,1941.7761786629128,179802.0527326487,0.07251986518765313,0
67,Milagros Navarro Campos,Asesor,Gomez-Fernandez,2023,92437.52554754986,312437.4883625931,231123.76593031798,942.9697893899203,46551.72663991726,0.18311409899018385,0
67,Milagros Navarro Campos,Asesor,Gomez-Fernandez,2024,203375.36509817297,293207.0239891852,59659.85485425182,65549.55040825398,69484.39991538617,-0.08760663094617896,0
68,Dr(a). Santino Agustin Chavez,Director,Garcia-Ramirez,2022,510950.9628058368,308096.65367652726,181227.63726976744,25312.74180051513,71765.08388921854,0.016891842712534605,0
68,Dr(a). Santino Agustin Chavez,Director,Garcia-Ramirez,2023,975186.6420314052,86118.28409579844,45173.454554470634,78972.01126081173,398887.8527006707,0.419193807509024,0
68,Dr(a). Santino Agustin Chavez,Director,Garcia-Ramirez,2024,665311.2028826998,390266.3723088206,145644.38796652047,20664.389643042763,78806.68349635425,0.17291107108808243,0
69,Sofia Belen Guadalupe Mendoza Godoy,Director,"Maidana, Cruz and Lopez",2022,473415.73625679826,225305.5241475436,92169.65584315667,35408.99331758834,145417.7370542051,-0.1437271080396691,0
69,Sofia Belen Guadalupe Mendoza Godoy,Director,"Maidana, Cruz and Lopez",2023,661718.4849838465,47717.86399501581,200703.33705756272,45484.078351749704,86639.8466942248,0.027803447060255754,0
69,Sofia Belen Guadalupe Mendoza Godoy,Director,"Maidana, Cruz and Lopez",2024,345.8882081508907,121868.12506355804,52261.25099138831,409.3868824666469,137121.53803274842,-0.020151200428167815,0
70,Nicolas Ramirez Velazquez,Ministro,Cruz LLC,2022,1011975.6980562257,339932.7428740968,186780.6539907315,76736.03506542918,179773.0910903424,-0.1012856189282606,0
70,Nicolas Ramirez Velazquez,Ministro,Cruz LLC,2023,227589.76802123224,137482.0248685677,217258.97860169798,71141.17610172623,50376.11154661844,-0.12464084654663767,0
70,Nicolas Ramirez Velazquez,Ministro,Cruz LLC,2024,847122.7824687752,45535.86773265725,91909.79553103488,50755.13358872475,169954.31244486425,0.1973125815630253,0
71,Maia Benitez Coronel,Secretario,Flores-Ramirez,2022,923819.4906600781,135853.1443171115,220069.25457141947,79859.11720135831,59855.12392539834,-0.08682942640674556,0
71,Maia Benitez Coronel,Secretario,Flores-Ramirez,2023,1031754.7048605074,69022.24060087075,116485.97792364626,18677.550816453037,50217.50024578251,-0.01042580405700158,0
71,Maia Benitez Coronel,Secretario,Flores-Ramirez,2024,537293.307318228,369540.720709423,171317.96486239866,54776.285028358,102828.85889984733,-0.06893381797045475,0
72,Facundo Gutierrez,Asesor,Perez Inc,2022,841567.5891410569,104304.67491803909,180889.19205871594,34429.60034222357,164330.9666516701,-0.07070403531749792,0
72,Facundo Gutierrez,Asesor,Perez Inc,2023,1017474.5917259321,113267.25218092611,209088.34801689643,78173.82996766215,107461.47935784058,0.19236518480074064,0
72,Facundo Gutierrez,Asesor,Perez Inc,2024,766929.9829924427,24051.136650096705,119356.63808644922,8943.264195724367,84243.2634444784,-0.02107844162580977,0
73,Bianca Nuñez,Director,"Pereyra, Ruiz and Pereyra",2022,271096.4560633433,48752.343456065624,139420.71186972826,71212.21174488543,126183.7863630271,-0.08530627128431496,0
73,Bianca Nuñez,Director,"Pereyra, Ruiz and Pereyra",2023,934124.7392757714,386090.01755174133,200145.68069713915,50980.48910967922,135006.66785163336,-0.019969764410613766,0
73,Bianca Nuñez,Director,"Pereyra, Ruiz and Pereyra",2024,813062.2554560167,162226.10505854362,189002.04706346552,7918.4770881417335,76611.30978774339,-0.08896765976629234,0
74,Dr(a). Agostina Diaz,Asesor,Romero PLC,2022,27240.236177842547,254563.49708520243,64974.51970824034,44140.462993916095,139807.5841688856,-0.0036448305835430905,0
74,Dr(a). Agostina Diaz,Asesor,Romero PLC,2023,778961.5052440525,59955.32372502184,84288.47106001111,33596.449197797505,111165.69553742386,0.1946353567838213,0
74,Dr(a). Agostina Diaz,Asesor,Romero PLC,2024,662431.2793206704,343344.070318467,143824.15574320056,47801.57588026858,74397.08369455888,-0.02723218192300489,0
75,Alfonsina Aguirre Barrios,Asesor,Miranda Ltd,2022,1179491.0677488754,222457.40495937975,189033.79783999192,70383.29594500929,54468.17796480146,-0.11798693132598435,0
75,Alfonsina Aguirre Barrios,Asesor,Miranda Ltd,2023,146151.71877762844,39407.70443813934,39956.753976153115,5169.476115498117,139498.36300193972,0.08277359588646593,0
75,Alfonsina Aguirre Barrios,Asesor,Miranda Ltd,2024,262581.8520320649,135651.23571295777,220564.0972537777,39381.245123634966,165315.28805683827,0.12275746164818466,0
76,Ignacio Martinez,Director,Gonzalez-Peralta,2022,82233.31964092836,188.86360440362182,124265.98431814465,54583.300381879046,67158.75745080611,0.19888342795903582,0
76,Ignacio Martinez,Director,Gonzalez-Peralta,2023,165346.5080334402,205738.54821910898,123954.59869827701,64532.31801782846,168514.8805471381,0.3972483517224139,0
76,Ignacio Martinez,Director,Gonzalez-Peralta,2024,390348.0859229278,387108.1528491958,94382.5349841517,25919.766225857205,82410.77198822169,-0.02912708916987347,0
77,Valentino Isabella Perez Quiroga,Director,"Dominguez, Sanchez and Lucero",2022,243044.18679495942,7421.988317326189,74527.37882709781,79824.77722007075,125281.31153081267,0.13964774178394415,0
77,Valentino Isabella Perez Quiroga,Director,"Dominguez, Sanchez and Lucero",2023,168366.16672595585,90114.32288533836,148212.49029847345,63689.933981505186,112537.0047682288,0.12306022140604952,0
77,Valentino Isabella Perez Quiroga,Director,"Dominguez, Sanchez and Lucero",2024,547440.7386125063,301592.85461815074,85118.76557072409,1266.7645669943718,163416.6730324563,-0.14142588915145884,0
78,Valentino Sofia Gomez Fernandez,Asesor,Gonzalez PLC,2022,234660.79152372002,70205.34184557668,106385.16750007302,41031.301569705734,174797.5013275749,-0.14966377753898835,0
78,Valentino Sofia Gomez Fernandez,Asesor,Gonzalez PLC,2023,1193772.0086536137,184768.85691360087,175593.7884060184,65994.91548260416,90363.81196538001,-0.002555446169044573,0
78,Valentino Sofia Gomez Fernandez,Asesor,Gonzalez PLC,2024,1193097.2871251234,34951.66903290024,114283.48483608733,64781.19903999989,176287.8202628871,0.1853530423953819,0
79,Thiago Nicolas Luciano Benjamin Lopez Ortiz,Asesor,"Ledesma, Torres and Ramos",2022,603338.6849117284,92528.36548826071,54470.53755565623,67401.1128969646,141905.7624179697,0.1588726864530486,0
79,Thiago Nicolas Luciano Benjamin Lopez Ortiz,Asesor,"Ledesma, Torres and Ramos",2023,839507.3548282818,339274.69373961195,32351.168194847098,71836.82451974275,91502.24234621043,-0.019682564427605437,0
79,Thiago Nicolas Luciano Benjamin Lopez Ortiz,Asesor,"Ledesma, Torres and Ramos",2024,926101.8763637347,295018.1825289568,221394.2446276136,54992.08214276944,97105.26248201108,-0.10006790126306325,0
80,Felipe Diaz Diaz,Ministro,Gimenez-Fernandez,2022,634627.433191228,216064.8899911289,222463.3859209521,6597.987480264127,156413.3021908587,0.10568785010839368,0
80,Felipe Diaz Diaz,Ministro,Gimenez-Fernandez,2023,303584.2074800004,161361.3149100492,103890.06114741437,37282.32956748805,169959.7229153495,-0.04632464466218365,0
80,Felipe Diaz Diaz,Ministro,Gimenez-Fernandez,2024,374445.5952194639,1100.1410781863008,216267.2962045808,61250.10378791475,137531.74111031427,0.09099793791840888,0
81,Sr(a). Santino Gabriel Ramirez,Ministro,"Ledesma, Duarte and Villalba",2022,907896.0550780646,393427.06446809036,157002.7847354509,37654.15983094913,168504.97382822994,0.053274088547822424,0
81,Sr(a). Santino Gabriel Ramirez,Ministro,"Ledesma, Duarte and Villalba",2023,871305.9157088079,80280.19475009196,16607.402945118865,17017.88919243375,113168.02440228846,0.05417610743538198,0
81,Sr(a). Santino Gabriel Ramirez,Ministro,"Ledesma, Duarte and Villalba",2024,907021.0558986074,240003.129757123,118714.27271142202,50797.45005960843,172393.7692719769,0.05818583685506973,0
82,Facundo Martinez,Ministro,Campos-Romero,2022,800097.8933645053,316530.0522515071,192263.34449914162,46372.012238330855,108482.34992829329,0.04688865141872503,0
82,Facundo Martinez,Ministro,Campos-Romero,2023,357667.68923379894,108634.37736596561,170830.47871678538,61405.63164829135,128305.9297715119,0.1721603967615132,0
82,Facundo Martinez,Ministro,Campos-Romero,2024,564698.9361707689,268414.499828672,71358.32413816414,76229.83509320379,173750.4313484878,0.08768328244860599,0
83,Sr(a). Juan Sebastian Diaz,Secretario,Rodriguez LLC,2022,306363.1441433043,73226.79233179575,51721.06352757988,1811.0765815962536,50874.9041414458,-0.0483491822506103,0
83,Sr(a). Juan Sebastian Diaz,Secretario,Rodriguez LLC,2023,99342.88337645838,140468.5608890867,234337.57857865654,53762.306747398456,171746.33327607514,-0.11371712688003252,0
83,Sr(a). Juan Sebastian Diaz,Secretario,Rodriguez LLC,2024,507754.72652419587,227428.86844815148,92409.87679683727,42201.49316773111,150969.48755585676,0.10826523697253523,0
84,Angel Gabriel Benjamin Perez Franco,Director,Lucero Inc,2022,20879.605419370862,79578.9542995641,9490.595366297344,6860.207434970924,103783.26667320717,0.0517819455534313,0
84,Angel Gabriel Benjamin Perez Franco,Director,Lucero Inc,2023,429969.3931355724,223138.41612663175,198562.28627206205,11808.573816184015,52180.40462681713,-0.0982892163949417,0
84,Angel Gabriel Benjamin Perez Franco,Director,Lucero Inc,2024,103695.97209142869,125147.99669037889,100879.4204372922,50464.79715309106,70242.80860927947,0.07820418992997319,0
85,Ian Benjamin Lola Lopez Peralta,Secretario,"Ruiz, Coronel and Herrera",2022,559324.8018601617,255320.60257774903,153143.99612684952,78147.59103994239,69850.38917387521,-0.025815275031350823,0
85,Ian Benjamin Lola Lopez Peralta,Secretario,"Ruiz, Coronel and Herrera",2023,486799.9327903617,178474.04708445937,1555.8471407132179,18034.624743727658,74333.07204359278,-0.08652486691690019,0
85,Ian Benjamin Lola Lopez Peralta,Secretario,"Ruiz, Coronel and Herrera",2024,383862.7488428693,6691.912836399627,167192.41993305113,3069.6347651044584,176337.29117515183,0.0025858254298547767,0
